Time	Amplitude
1,544638750E+3	5,283567681E-2
1,544638800E+3	6,250412285E-2
1,544638850E+3	5,863674439E-2
1,544638900E+3	4,912943925E-2
1,544638950E+3	4,800145392E-2
1,544639000E+3	4,929058001E-2
1,544639050E+3	4,929058001E-2
1,544639100E+3	4,574548327E-2
1,544639150E+3	4,639004631E-2
1,544639200E+3	4,445635719E-2
1,544639250E+3	4,413407567E-2
1,544639300E+3	4,316723111E-2
1,544639350E+3	4,091126050E-2
1,544639400E+3	3,817186764E-2
1,544639450E+3	3,833300839E-2
1,544639500E+3	3,736616386E-2
1,544639550E+3	3,784958612E-2
1,544639600E+3	3,672160084E-2
1,544639650E+3	3,752730461E-2
1,544639700E+3	3,462677103E-2
1,544639750E+3	3,172623747E-2
1,544639800E+3	3,172623747E-2
1,544639850E+3	3,430448952E-2
1,544639900E+3	3,220965973E-2
1,544639950E+3	3,156509672E-2
1,544640000E+3	3,204851898E-2
1,544640050E+3	3,237080048E-2
1,544640100E+3	3,124281521E-2
1,544640150E+3	2,850342244E-2
1,544640200E+3	2,721429644E-2
1,544640250E+3	2,689201494E-2
1,544640300E+3	2,640859269E-2
1,544640350E+3	2,834228169E-2
1,544640400E+3	2,383034072E-2
1,544640450E+3	2,350805922E-2
1,544640500E+3	2,318577773E-2
1,544640550E+3	2,238007399E-2
1,544640600E+3	1,996296279E-2
1,544640650E+3	2,399148146E-2
1,544640700E+3	2,125208876E-2
1,544640750E+3	2,286349623E-2
1,544640800E+3	2,076866652E-2
1,544640850E+3	2,270235548E-2
1,544640900E+3	2,012410354E-2
1,544640950E+3	2,012410354E-2
1,544641000E+3	1,996296279E-2
1,544641050E+3	2,092980727E-2
1,544641100E+3	1,819041459E-2
1,544641150E+3	1,674014789E-2
1,544641200E+3	1,609558492E-2
1,544641250E+3	1,819041459E-2
1,544641300E+3	1,625672566E-2
1,544641350E+3	1,625672566E-2
1,544641400E+3	1,690128864E-2
1,544641450E+3	1,690128864E-2
1,544641500E+3	1,593444417E-2
1,544641550E+3	1,528988120E-2
1,544641600E+3	1,400075525E-2
1,544641650E+3	1,528988120E-2
1,544641700E+3	1,383961451E-2
1,544641750E+3	1,367847377E-2
1,544641800E+3	1,496759971E-2
1,544641850E+3	1,480645897E-2
1,544641900E+3	1,271162932E-2
1,544641950E+3	1,416189600E-2
1,544642000E+3	1,255048857E-2
1,544642050E+3	1,190592561E-2
1,544642100E+3	1,271162932E-2
1,544642150E+3	1,383961451E-2
1,544642200E+3	1,303391080E-2
1,544642250E+3	1,287277006E-2
1,544642300E+3	1,045565894E-2
1,544642350E+3	1,142250338E-2
1,544642400E+3	1,206706635E-2
1,544642450E+3	1,287277006E-2
1,544642500E+3	1,206706635E-2
1,544642550E+3	1,319505154E-2
1,544642600E+3	1,206706635E-2
1,544642650E+3	1,271162932E-2
1,544642700E+3	1,093908116E-2
1,544642750E+3	1,013337746E-2
1,544642800E+3	1,110022190E-2
1,544642850E+3	1,238934783E-2
1,544642900E+3	1,045565894E-2
1,544642950E+3	1,142250338E-2
1,544643000E+3	1,029451820E-2
1,544643050E+3	1,126136264E-2
1,544643100E+3	1,029451820E-2
1,544643150E+3	1,061679968E-2
1,544643200E+3	1,174478487E-2
1,544643250E+3	7,555125616E-3
1,544643300E+3	1,093908116E-2
1,544643350E+3	1,351733303E-2
1,544643400E+3	1,190592561E-2
1,544643450E+3	1,158364412E-2
1,544643500E+3	1,238934783E-2
1,544643550E+3	9,488814493E-3
1,544643600E+3	9,327673753E-3
1,544643650E+3	7,393984877E-3
1,544643700E+3	1,029451820E-2
1,544643750E+3	9,166533013E-3
1,544643800E+3	9,327673753E-3
1,544643850E+3	9,166533013E-3
1,544643900E+3	9,488814493E-3
1,544643950E+3	9,972236714E-3
1,544644000E+3	9,811095974E-3
1,544644050E+3	8,360829313E-3
1,544644100E+3	1,045565894E-2
1,544644150E+3	1,013337746E-2
1,544644200E+3	1,061679968E-2
1,544644250E+3	1,061679968E-2
1,544644300E+3	1,126136264E-2
1,544644350E+3	1,222820709E-2
1,544644400E+3	1,093908116E-2
1,544644450E+3	1,158364412E-2
1,544644500E+3	8,844251533E-3
1,544644550E+3	9,811095974E-3
1,544644600E+3	1,061679968E-2
1,544644650E+3	9,649955234E-3
1,544644700E+3	9,649955234E-3
1,544644750E+3	1,110022190E-2
1,544644800E+3	1,061679968E-2
1,544644850E+3	1,013337746E-2
1,544644900E+3	1,190592561E-2
1,544644950E+3	1,061679968E-2
1,544645000E+3	1,222820709E-2
1,544645050E+3	1,093908116E-2
1,544645100E+3	1,093908116E-2
1,544645150E+3	1,061679968E-2
1,544645200E+3	1,093908116E-2
1,544645250E+3	9,811095974E-3
1,544645300E+3	9,972236714E-3
1,544645350E+3	1,174478487E-2
1,544645400E+3	1,174478487E-2
1,544645450E+3	1,287277006E-2
1,544645500E+3	1,351733303E-2
1,544645550E+3	1,416189600E-2
1,544645600E+3	1,222820709E-2
1,544645650E+3	1,061679968E-2
1,544645700E+3	1,045565894E-2
1,544645750E+3	1,222820709E-2
1,544645800E+3	1,222820709E-2
1,544645850E+3	1,303391080E-2
1,544645900E+3	1,383961451E-2
1,544645950E+3	1,512874046E-2
1,544646000E+3	1,528988120E-2
1,544646050E+3	1,416189600E-2
1,544646100E+3	1,480645897E-2
1,544646150E+3	1,528988120E-2
1,544646200E+3	1,545102194E-2
1,544646250E+3	1,496759971E-2
1,544646300E+3	1,545102194E-2
1,544646350E+3	1,561216269E-2
1,544646400E+3	1,528988120E-2
1,544646450E+3	1,561216269E-2
1,544646500E+3	1,738471087E-2
1,544646550E+3	1,802927385E-2
1,544646600E+3	1,641786640E-2
1,544646650E+3	1,819041459E-2
1,544646700E+3	1,996296279E-2
1,544646750E+3	1,690128864E-2
1,544646800E+3	1,786813310E-2
1,544646850E+3	1,915725906E-2
1,544646900E+3	1,899611832E-2
1,544646950E+3	2,060752578E-2
1,544647000E+3	1,947954055E-2
1,544647050E+3	1,980182205E-2
1,544647100E+3	2,060752578E-2
1,544647150E+3	2,076866652E-2
1,544647200E+3	2,076866652E-2
1,544647250E+3	2,415262221E-2
1,544647300E+3	2,350805922E-2
1,544647350E+3	2,495832595E-2
1,544647400E+3	2,366919997E-2
1,544647450E+3	2,383034072E-2
1,544647500E+3	2,495832595E-2
1,544647550E+3	2,608631120E-2
1,544647600E+3	2,592517045E-2
1,544647650E+3	2,721429644E-2
1,544647700E+3	2,656973344E-2
1,544647750E+3	2,576402970E-2
1,544647800E+3	2,544174820E-2
1,544647850E+3	2,737543719E-2
1,544647900E+3	2,850342244E-2
1,544647950E+3	3,188737822E-2
1,544648000E+3	3,059825221E-2
1,544648050E+3	2,979254845E-2
1,544648100E+3	3,092053371E-2
1,544648150E+3	3,204851898E-2
1,544648200E+3	3,188737822E-2
1,544648250E+3	3,140395597E-2
1,544648300E+3	3,220965973E-2
1,544648350E+3	3,349878575E-2
1,544648400E+3	3,365992651E-2
1,544648450E+3	3,543247480E-2
1,544648500E+3	3,478791178E-2
1,544648550E+3	3,639931933E-2
1,544648600E+3	3,768844537E-2
1,544648650E+3	3,897757142E-2
1,544648700E+3	3,946099369E-2
1,544648750E+3	3,913871217E-2
1,544648800E+3	6,556579750E-2
1,544648850E+3	4,220038656E-2
1,544648900E+3	4,461749795E-2
1,544648950E+3	4,429521643E-2
1,544649000E+3	4,880715773E-2
1,544649050E+3	4,719575011E-2
1,544649100E+3	4,735689087E-2
1,544649150E+3	5,009628383E-2
1,544649200E+3	5,090198764E-2
1,544649250E+3	5,138540993E-2
1,544649300E+3	5,621963288E-2
1,544649350E+3	5,493050675E-2
1,544649400E+3	5,750875902E-2
1,544649450E+3	6,057043361E-2
1,544649500E+3	6,057043361E-2
1,544649550E+3	5,976472977E-2
1,544649600E+3	6,669378291E-2
1,544649650E+3	6,314868593E-2
1,544649700E+3	6,749948677E-2
1,544649750E+3	7,249485079E-2
1,544649800E+3	7,249485079E-2
1,544649850E+3	7,152800614E-2
1,544649900E+3	7,684565179E-2
1,544649950E+3	8,313014226E-2
1,544650000E+3	7,056116148E-2
1,544650050E+3	7,942390427E-2
1,544650100E+3	8,184101600E-2
1,544650150E+3	8,167987521E-2
1,544650200E+3	8,667523951E-2
1,544650250E+3	8,280786069E-2
1,544650300E+3	8,329128304E-2
1,544650350E+3	8,635295794E-2
1,544650400E+3	8,683638030E-2
1,544650450E+3	9,279858944E-2
1,544650500E+3	9,457113813E-2
1,544650550E+3	9,666596841E-2
1,544650600E+3	9,408771576E-2
1,544650650E+3	9,279858944E-2
1,544650700E+3	9,295973023E-2
1,544650750E+3	9,650482762E-2
1,544650800E+3	9,328201181E-2
1,544650850E+3	9,569912366E-2
1,544650900E+3	9,843851713E-2
1,544650950E+3	9,795509475E-2
1,544651000E+3	9,666596841E-2
1,544651050E+3	9,763281317E-2
1,544651100E+3	9,763281317E-2
1,544651150E+3	9,714939079E-2
1,544651200E+3	9,956650269E-2
1,544651250E+3	1,021447554E-1
1,544651300E+3	1,050452897E-1
1,544651350E+3	1,039173042E-1
1,544651400E+3	1,031116002E-1
1,544651450E+3	1,040784450E-1
1,544651500E+3	1,061732753E-1
1,544651550E+3	1,060121345E-1
1,544651600E+3	1,074624017E-1
1,544651650E+3	1,056898529E-1
1,544651700E+3	1,082681057E-1
1,544651750E+3	1,108463585E-1
1,544651800E+3	1,132634706E-1
1,544651850E+3	1,163251459E-1
1,544651900E+3	1,139080338E-1
1,544651950E+3	1,192256804E-1
1,544652000E+3	1,192256804E-1
1,544652050E+3	1,226096374E-1
1,544652100E+3	1,201925252E-1
1,544652150E+3	1,240599046E-1
1,544652200E+3	1,261547352E-1
1,544652250E+3	1,264770168E-1
1,544652300E+3	1,247044679E-1
1,544652350E+3	1,340506351E-1
1,544652400E+3	1,319558045E-1
1,544652450E+3	1,379180148E-1
1,544652500E+3	1,364677474E-1
1,544652550E+3	1,525818300E-1
1,544652600E+3	1,437190844E-1
1,544652650E+3	1,501647175E-1
1,544652700E+3	1,580606184E-1
1,544652750E+3	1,624114210E-1
1,544652800E+3	1,699850406E-1
1,544652850E+3	1,767529562E-1
1,544652900E+3	1,898053655E-1
1,544652950E+3	1,980235496E-1
1,544653000E+3	2,134930736E-1
1,544653050E+3	2,578068213E-1
1,544653100E+3	2,542617210E-1
1,544653150E+3	2,977697744E-1
1,544653200E+3	3,453063646E-1
1,544653250E+3	3,633541587E-1
1,544653300E+3	4,057342555E-1
1,544653350E+3	4,626170678E-1
1,544653400E+3	5,369031590E-1
1,544653450E+3	6,123172874E-1
1,544653500E+3	6,308485450E-1
1,544653550E+3	8,332423352E-1
1,544653600E+3	9,389513792E-1
1,544653650E+3	1,044660566E+0
1,544653700E+3	1,252856565E+0
1,544653750E+3	1,222722892E+0
1,544653800E+3	1,595608036E+0
1,544653850E+3	1,358727391E+0
1,544653900E+3	1,761747421E+0
1,544653950E+3	1,664738711E+0
1,544654000E+3	1,633315665E+0
1,544654050E+3	1,777539555E+0
1,544654100E+3	1,666027862E+0
1,544654150E+3	1,586745136E+0
1,544654200E+3	1,740476391E+0
1,544654250E+3	1,691327458E+0
1,544654300E+3	1,785435624E+0
1,544654350E+3	1,558061578E+0
1,544654400E+3	1,491992770E+0
1,544654450E+3	1,578365668E+0
1,544654500E+3	1,568213622E+0
1,544654550E+3	1,444777793E+0
1,544654600E+3	1,390633705E+0
1,544654650E+3	1,337456525E+0
1,544654700E+3	1,261397127E+0
1,544654750E+3	1,318441667E+0
1,544654800E+3	1,214504621E+0
1,544654850E+3	1,225301174E+0
1,544654900E+3	1,092842091E+0
1,544654950E+3	1,053362244E+0
1,544655000E+3	9,819762895E-1
1,544655050E+3	8,607975760E-1
1,544655100E+3	8,954430670E-1
1,544655150E+3	7,702359407E-1
1,544655200E+3	6,640436755E-1
1,544655250E+3	6,479295331E-1
1,544655300E+3	6,419673011E-1
1,544655350E+3	6,124784288E-1
1,544655400E+3	5,633303264E-1
1,544655450E+3	5,470550579E-1
1,544655500E+3	4,411852971E-1
1,544655550E+3	4,445692607E-1
1,544655600E+3	4,684181492E-1
1,544655650E+3	4,002554590E-1
1,544655700E+3	3,343487764E-1
1,544655750E+3	3,349933404E-1
1,544655800E+3	3,873641739E-1
1,544655850E+3	3,056656816E-1
1,544655900E+3	2,737597732E-1
1,544655950E+3	2,861676257E-1
1,544656000E+3	2,281568943E-1
1,544656050E+3	2,578068213E-1
1,544656100E+3	2,381476300E-1
1,544656150E+3	1,931893236E-1
1,544656200E+3	1,957675775E-1
1,544656250E+3	1,701461814E-1
1,544656300E+3	1,661176603E-1
1,544656350E+3	1,608000126E-1
1,544656400E+3	1,553212242E-1
1,544656450E+3	1,474253234E-1
1,544656500E+3	1,274438617E-1
1,544656550E+3	1,311501004E-1
1,544656600E+3	1,163251459E-1
1,544656650E+3	1,085903873E-1
1,544656700E+3	1,103629361E-1
1,544656750E+3	9,263744865E-2
1,544656800E+3	8,909235131E-2
1,544656850E+3	8,474155010E-2
1,544656900E+3	9,199288549E-2
1,544656950E+3	8,715866187E-2
1,544657000E+3	8,313014226E-2
1,544657050E+3	7,475082167E-2
1,544657100E+3	6,814404987E-2
1,544657150E+3	6,685492368E-2
1,544657200E+3	6,282640439E-2
1,544657250E+3	6,894975374E-2
1,544657300E+3	6,411553056E-2
1,544657350E+3	5,750875902E-2
1,544657400E+3	5,589735135E-2
1,544657450E+3	5,509164752E-2
1,544657500E+3	6,314868593E-2
1,544657550E+3	5,057970612E-2
1,544657600E+3	5,396366216E-2
1,544657650E+3	4,800145392E-2
1,544657700E+3	4,880715773E-2
1,544657750E+3	4,622890555E-2
1,544657800E+3	4,558434251E-2
1,544657850E+3	4,961286154E-2
1,544657900E+3	4,461749795E-2
1,544657950E+3	4,816259468E-2
1,544658000E+3	4,558434251E-2
1,544658050E+3	4,252266808E-2
1,544658100E+3	4,042783823E-2
1,544658150E+3	4,236152732E-2
1,544658200E+3	4,461749795E-2
1,544658250E+3	4,171696429E-2
1,544658300E+3	4,252266808E-2
1,544658350E+3	3,946099369E-2
1,544658400E+3	4,139468277E-2
1,544658450E+3	4,010555671E-2
1,544658500E+3	3,672160084E-2
1,544658550E+3	3,946099369E-2
1,544658600E+3	3,833300839E-2
1,544658650E+3	3,849414915E-2
1,544658700E+3	3,607703782E-2
1,544658750E+3	3,623817857E-2
1,544658800E+3	6,459895287E-2
1,544658850E+3	3,656046008E-2
1,544658900E+3	3,929985293E-2
1,544658950E+3	3,913871217E-2
1,544659000E+3	4,026669747E-2
1,544659050E+3	4,075011974E-2
1,544659100E+3	4,300609035E-2
1,544659150E+3	4,058897898E-2
1,544659200E+3	4,268380884E-2
1,544659250E+3	3,946099369E-2
1,544659300E+3	4,236152732E-2
1,544659350E+3	4,220038656E-2
1,544659400E+3	4,236152732E-2
1,544659450E+3	4,365065339E-2
1,544659500E+3	4,784031316E-2
1,544659550E+3	4,236152732E-2
1,544659600E+3	4,365065339E-2
1,544659650E+3	4,316723111E-2
1,544659700E+3	4,719575011E-2
1,544659750E+3	4,477863871E-2
1,544659800E+3	4,784031316E-2
1,544659850E+3	5,025742459E-2
1,544659900E+3	4,671232783E-2
1,544659950E+3	4,639004631E-2
1,544660000E+3	5,525278829E-2
1,544660050E+3	5,428594369E-2
1,544660100E+3	5,605849212E-2
1,544660150E+3	5,670305518E-2
1,544660200E+3	5,106312841E-2
1,544660250E+3	5,863674439E-2
1,544660300E+3	5,879788516E-2
1,544660350E+3	6,137613746E-2
1,544660400E+3	6,669378291E-2
1,544660450E+3	6,250412285E-2
1,544660500E+3	6,024815207E-2
1,544660550E+3	7,475082167E-2
1,544660600E+3	7,104458381E-2
1,544660650E+3	6,604921982E-2
1,544660700E+3	7,926276349E-2
1,544660750E+3	7,797363725E-2
1,544660800E+3	8,586953559E-2
1,544660850E+3	8,458040931E-2
1,544660900E+3	9,231516707E-2
1,544660950E+3	9,022033682E-2
1,544661000E+3	9,102604076E-2
1,544661050E+3	9,134832234E-2
1,544661100E+3	1,019836146E-1
1,544661150E+3	9,586026446E-2
1,544661200E+3	9,972764348E-2
1,544661250E+3	1,056898529E-1
1,544661300E+3	1,118132033E-1
1,544661350E+3	1,232542006E-1
1,544661400E+3	1,161640050E-1
1,544661450E+3	1,256713128E-1
1,544661500E+3	1,334060719E-1
1,544661550E+3	1,393682822E-1
1,544661600E+3	1,327615086E-1
1,544661650E+3	1,372734515E-1
1,544661700E+3	1,582217592E-1
1,544661750E+3	1,598331676E-1
1,544661800E+3	1,564492100E-1
1,544661850E+3	1,952841549E-1
1,544661900E+3	1,794923507E-1
1,544661950E+3	1,794923507E-1
1,544662000E+3	1,899665064E-1
1,544662050E+3	2,584513849E-1
1,544662100E+3	2,186495818E-1
1,544662150E+3	2,317019940E-1
1,544662200E+3	2,536171574E-1
1,544662250E+3	2,824613839E-1
1,544662300E+3	2,803665517E-1
1,544662350E+3	3,443395185E-1
1,544662400E+3	3,930041110E-1
1,544662450E+3	4,440858373E-1
1,544662500E+3	5,280403908E-1
1,544662550E+3	4,083125128E-1
1,544662600E+3	5,900797826E-1
1,544662650E+3	6,205354969E-1
1,544662700E+3	6,816080937E-1
1,544662750E+3	7,550886299E-1
1,544662800E+3	7,069073070E-1
1,544662850E+3	8,453279660E-1
1,544662900E+3	9,418519342E-1
1,544662950E+3	9,863271245E-1
1,544663000E+3	1,052234249E+0
1,544663050E+3	1,076566723E+0
1,544663100E+3	1,169545859E+0
1,544663150E+3	1,294109102E+0
1,544663200E+3	1,293303388E+0
1,544663250E+3	1,316024524E+0
1,544663300E+3	1,398690857E+0
1,544663350E+3	1,441554929E+0
1,544663400E+3	1,444938936E+0
1,544663450E+3	1,497149357E+0
1,544663500E+3	1,386927415E+0
1,544663550E+3	1,392889707E+0
1,544663600E+3	1,405620010E+0
1,544663650E+3	1,418672601E+0
1,544663700E+3	1,222722892E+0
1,544663750E+3	1,330527381E+0
1,544663800E+3	1,169384716E+0
1,544663850E+3	1,134416811E+0
1,544663900E+3	1,197906938E+0
1,544663950E+3	1,070443318E+0
1,544664000E+3	9,853602722E-1
1,544664050E+3	1,055940519E+0
1,544664100E+3	9,739191883E-1
1,544664150E+3	9,320222760E-1
1,544664200E+3	8,524182035E-1
1,544664250E+3	7,799044382E-1
1,544664300E+3	8,234126901E-1
1,544664350E+3	7,554109131E-1
1,544664400E+3	6,445455636E-1
1,544664450E+3	5,862123910E-1
1,544664500E+3	6,244028898E-1
1,544664550E+3	5,270735434E-1
1,544664600E+3	5,070920323E-1
1,544664650E+3	5,088645856E-1
1,544664700E+3	3,805962498E-1
1,544664750E+3	4,195923888E-1
1,544664800E+3	3,485291848E-1
1,544664850E+3	2,924521228E-1
1,544664900E+3	3,111444745E-1
1,544664950E+3	2,473326617E-1
1,544665000E+3	2,197775680E-1
1,544665050E+3	2,325076985E-1
1,544665100E+3	2,099479742E-1
1,544665150E+3	1,862602666E-1
1,544665200E+3	1,685347730E-1
1,544665250E+3	1,525818300E-1
1,544665300E+3	1,411408312E-1
1,544665350E+3	1,329226494E-1
1,544665400E+3	1,269604393E-1
1,544665450E+3	1,234153414E-1
1,544665500E+3	1,116520625E-1
1,544665550E+3	1,060121345E-1
1,544665600E+3	9,118718155E-2
1,544665650E+3	9,183174470E-2
1,544665700E+3	9,263744865E-2
1,544665750E+3	8,458040931E-2
1,544665800E+3	7,942390427E-2
1,544665850E+3	7,442854012E-2
1,544665900E+3	6,927203529E-2
1,544665950E+3	6,830519064E-2
1,544666000E+3	7,362283623E-2
1,544666050E+3	6,637150136E-2
1,544666100E+3	6,105385592E-2
1,544666150E+3	6,330982670E-2
1,544666200E+3	5,895902593E-2
1,544666250E+3	5,928130746E-2
1,544666300E+3	5,863674439E-2
1,544666350E+3	5,267453604E-2
1,544666400E+3	5,186883222E-2
1,544666450E+3	5,235225452E-2
1,544666500E+3	4,912943925E-2
1,544666550E+3	4,977400230E-2
1,544666600E+3	4,832373544E-2
1,544666650E+3	4,445635719E-2
1,544666700E+3	4,365065339E-2
1,544666750E+3	4,171696429E-2
1,544666800E+3	4,606776479E-2
1,544666850E+3	4,252266808E-2
1,544666900E+3	4,284494960E-2
1,544666950E+3	3,833300839E-2
1,544667000E+3	4,010555671E-2
1,544667050E+3	3,881643066E-2
1,544667100E+3	3,623817857E-2
1,544667150E+3	3,913871217E-2
1,544667200E+3	3,672160084E-2
1,544667250E+3	3,430448952E-2
1,544667300E+3	3,543247480E-2
1,544667350E+3	3,656046008E-2
1,544667400E+3	3,365992651E-2
1,544667450E+3	3,317650425E-2
1,544667500E+3	3,156509672E-2
1,544667550E+3	3,043711146E-2
1,544667600E+3	3,043711146E-2
1,544667650E+3	3,140395597E-2
1,544667700E+3	2,818114094E-2
1,544667750E+3	2,963140770E-2
1,544667800E+3	3,043711146E-2
1,544667850E+3	2,898684470E-2
1,544667900E+3	2,737543719E-2
1,544667950E+3	2,769771869E-2
1,544668000E+3	2,608631120E-2
1,544668050E+3	2,544174820E-2
1,544668100E+3	2,689201494E-2
1,544668150E+3	2,447490371E-2
1,544668200E+3	2,302463698E-2
1,544668250E+3	2,350805922E-2
1,544668300E+3	2,318577773E-2
1,544668350E+3	2,366919997E-2
1,544668400E+3	2,189665175E-2
1,544668450E+3	2,141322951E-2
1,544668500E+3	2,189665175E-2
1,544668550E+3	2,125208876E-2
1,544668600E+3	2,109094801E-2
1,544668650E+3	1,754585161E-2
1,544668700E+3	2,125208876E-2
1,544668750E+3	2,141322951E-2
1,544668800E+3	1,722357012E-2
1,544668850E+3	1,867383683E-2
1,544668900E+3	1,835155534E-2
1,544668950E+3	1,980182205E-2
1,544669000E+3	2,012410354E-2
1,544669050E+3	1,674014789E-2
1,544669100E+3	1,609558492E-2
1,544669150E+3	1,690128864E-2
1,544669200E+3	2,076866652E-2
1,544669250E+3	1,899611832E-2
1,544669300E+3	1,754585161E-2
1,544669350E+3	1,819041459E-2
1,544669400E+3	1,738471087E-2
1,544669450E+3	1,674014789E-2
1,544669500E+3	1,786813310E-2
1,544669550E+3	1,577330343E-2
1,544669600E+3	1,577330343E-2
1,544669650E+3	1,690128864E-2
1,544669700E+3	1,609558492E-2
1,544669750E+3	1,577330343E-2
1,544669800E+3	1,722357012E-2
1,544669850E+3	1,819041459E-2
1,544669900E+3	1,754585161E-2
1,544669950E+3	1,593444417E-2
1,544670000E+3	1,545102194E-2
1,544670050E+3	1,351733303E-2
1,544670100E+3	1,271162932E-2
1,544670150E+3	1,561216269E-2
1,544670200E+3	1,819041459E-2
1,544670250E+3	1,674014789E-2
1,544670300E+3	1,819041459E-2
1,544670350E+3	1,609558492E-2
1,544670400E+3	1,690128864E-2
1,544670450E+3	1,657900715E-2
1,544670500E+3	1,496759971E-2
1,544670550E+3	1,609558492E-2
1,544670600E+3	1,351733303E-2
1,544670650E+3	1,754585161E-2
1,544670700E+3	1,593444417E-2
1,544670750E+3	1,464531823E-2
1,544670800E+3	1,448417748E-2
1,544670850E+3	1,303391080E-2
1,544670900E+3	1,351733303E-2
1,544670950E+3	1,287277006E-2
1,544671000E+3	1,351733303E-2
1,544671050E+3	1,448417748E-2
1,544671100E+3	1,545102194E-2
1,544671150E+3	1,480645897E-2
1,544671200E+3	1,367847377E-2
1,544671250E+3	1,545102194E-2
1,544671300E+3	1,690128864E-2
1,544671350E+3	1,657900715E-2
1,544671400E+3	1,512874046E-2
1,544671450E+3	1,674014789E-2
1,544671500E+3	1,512874046E-2
1,544671550E+3	1,271162932E-2
1,544671600E+3	1,416189600E-2
1,544671650E+3	1,464531823E-2
1,544671700E+3	1,303391080E-2
1,544671750E+3	1,400075525E-2
1,544671800E+3	1,271162932E-2
1,544671850E+3	1,448417748E-2
1,544671900E+3	1,400075525E-2
1,544671950E+3	1,335619228E-2
1,544672000E+3	1,383961451E-2
1,544672050E+3	1,464531823E-2
1,544672100E+3	1,335619228E-2
1,544672150E+3	1,561216269E-2
1,544672200E+3	1,496759971E-2
1,544672250E+3	1,351733303E-2
1,544672300E+3	1,545102194E-2
1,544672350E+3	1,464531823E-2
1,544672400E+3	1,577330343E-2
1,544672450E+3	1,512874046E-2
1,544672500E+3	1,512874046E-2
1,544672550E+3	1,674014789E-2
1,544672600E+3	1,545102194E-2
1,544672650E+3	1,512874046E-2
1,544672700E+3	1,351733303E-2
1,544672750E+3	1,480645897E-2
1,544672800E+3	1,593444417E-2
1,544672850E+3	1,641786640E-2
1,544672900E+3	1,625672566E-2
1,544672950E+3	1,722357012E-2
1,544673000E+3	1,577330343E-2
1,544673050E+3	1,609558492E-2
1,544673100E+3	1,690128864E-2
1,544673150E+3	1,609558492E-2
1,544673200E+3	1,674014789E-2
1,544673250E+3	1,770699236E-2
1,544673300E+3	1,609558492E-2
1,544673350E+3	1,496759971E-2
1,544673400E+3	1,593444417E-2
1,544673450E+3	1,706242938E-2
1,544673500E+3	1,512874046E-2
1,544673550E+3	1,770699236E-2
1,544673600E+3	1,947954055E-2
1,544673650E+3	1,996296279E-2
1,544673700E+3	1,802927385E-2
1,544673750E+3	2,060752578E-2
1,544673800E+3	1,947954055E-2
1,544673850E+3	2,238007399E-2
1,544673900E+3	2,157437025E-2
1,544673950E+3	2,254121474E-2
1,544674000E+3	2,109094801E-2
1,544674050E+3	2,060752578E-2
1,544674100E+3	2,286349623E-2
1,544674150E+3	2,109094801E-2
1,544674200E+3	2,238007399E-2
1,544674250E+3	2,028524428E-2
1,544674300E+3	2,495832595E-2
1,544674350E+3	2,447490371E-2
1,544674400E+3	2,350805922E-2
1,544674450E+3	2,415262221E-2
1,544674500E+3	2,479718521E-2
1,544674550E+3	2,383034072E-2
1,544674600E+3	2,705315569E-2
1,544674650E+3	2,673087419E-2
1,544674700E+3	2,866456319E-2
1,544674750E+3	2,802000019E-2
1,544674800E+3	2,898684470E-2
1,544674850E+3	3,043711146E-2
1,544674900E+3	2,914798545E-2
1,544674950E+3	2,914798545E-2
1,544675000E+3	3,140395597E-2
1,544675050E+3	3,253194123E-2
1,544675100E+3	3,511019329E-2
1,544675150E+3	3,478791178E-2
1,544675200E+3	3,333764500E-2
1,544675250E+3	3,446563027E-2
1,544675300E+3	3,446563027E-2
1,544675350E+3	3,639931933E-2
1,544675400E+3	3,768844537E-2
1,544675450E+3	3,688274159E-2
1,544675500E+3	3,929985293E-2
1,544675550E+3	4,042783823E-2
1,544675600E+3	3,736616386E-2
1,544675650E+3	4,075011974E-2
1,544675700E+3	4,187810505E-2
1,544675750E+3	4,510092023E-2
1,544675800E+3	4,461749795E-2
1,544675850E+3	4,574548327E-2
1,544675900E+3	4,864601697E-2
1,544675950E+3	4,574548327E-2
1,544676000E+3	4,622890555E-2
1,544676050E+3	4,848487620E-2
1,544676100E+3	5,106312841E-2
1,544676150E+3	5,235225452E-2
1,544676200E+3	5,460822522E-2
1,544676250E+3	5,992587054E-2
1,544676300E+3	5,476936599E-2
1,544676350E+3	5,750875902E-2
1,544676400E+3	6,073157438E-2
1,544676450E+3	5,783104055E-2
1,544676500E+3	6,330982670E-2
1,544676550E+3	5,847560362E-2
1,544676600E+3	6,427667133E-2
1,544676650E+3	7,023887993E-2
1,544676700E+3	6,330982670E-2
1,544676750E+3	7,201142847E-2
1,544676800E+3	6,911089451E-2
1,544676850E+3	7,442854012E-2
1,544676900E+3	7,394511779E-2
1,544676950E+3	7,652337024E-2
1,544677000E+3	8,248557913E-2
1,544677050E+3	7,378397701E-2
1,544677100E+3	7,539538479E-2
1,544677150E+3	8,329128304E-2
1,544677200E+3	8,780322501E-2
1,544677250E+3	8,780322501E-2
1,544677300E+3	8,393584618E-2
1,544677350E+3	8,860892895E-2
1,544677400E+3	8,635295794E-2
1,544677450E+3	8,748094344E-2
1,544677500E+3	8,860892895E-2
1,544677550E+3	8,441926853E-2
